code,code_0,code_1,code_2,code_3,code_4,description,level,source
Q726,Q00-Q99,Q65-Q79,Q72,,,Defecto por reducción longitudinal del peroné,3,icdcode.info
Q727,Q00-Q99,Q65-Q79,Q72,,,Pie hendido,3,icdcode.info
Q728,Q00-Q99,Q65-Q79,Q72,,,Otros defectos por reducción del (de los) miembro(s) inferior(es),3,icdcode.info
Q729,Q00-Q99,Q65-Q79,Q72,,,"Defecto por reducción del miembro inferior, no especificado",3,icdcode.info
Q719,Q00-Q99,Q65-Q79,Q71,,,"Defecto por reducción del miembro superior, no especificado",3,icdcode.info
Q989,Q00-Q99,Q90-Q99,Q98,,,"Anomalía de los cromosomas sexuales, fenotipo masculino, sin otra especificación",3,icdcode.info
C164,C00-D49,C00-C97,C00-C75,C15-C26,C16,Tumor maligno del píloro,5,icdcode.info
C165,C00-D49,C00-C97,C00-C75,C15-C26,C16,"Tumor maligno de la curvatura menor del estómago, sin otra especificación",5,icdcode.info
C166,C00-D49,C00-C97,C00-C75,C15-C26,C16,"Tumor maligno de la curvatura mayor del estómago, sin otra especificación",5,icdcode.info
C168,C00-D49,C00-C97,C00-C75,C15-C26,C16,Lesión de sitios contiguos del estómago,5,icdcode.info
C169,C00-D49,C00-C97,C00-C75,C15-C26,C16,"Tumor maligno del estómago, parte no especificada",5,icdcode.info
C388,C00-D49,C00-C97,C00-C75,C30-C39,C38,"Lesión de sitios contiguos del corazón, del mediastino y de la pleura",5,icdcode.info
O689,O00-O9A,O60-O75,O68,,,"Trabajo de parto y parto complicados por sufrimiento fetal, sin otra especificación",3,icdcode.info
O655,O00-O9A,O60-O75,O65,,,Trabajo de parto obstruido debido a anomalías de los órganos pelvianos maternos,3,icdcode.info
O658,O00-O9A,O60-O75,O65,,,Trabajo de parto obstruido debido a otras anomalías pelvianas maternas,3,icdcode.info
O659,O00-O9A,O60-O75,O65,,,Trabajo de parto obstruido debido a anomalía pelviana no especificada,3,icdcode.info
O989,O00-O9A,O94-O99,O98,,,"Enfermedad infecciosa y parasitaria materna no especificada que complica el embarazo, el parto y el puerperio",3,icdcode.info
Y33,V01-Y99,Y10-Y34,,,,"Otros eventos especificados, de intención no determinada",2,icdcode.info
Y34,V01-Y99,Y10-Y34,,,,"Evento no especificado, de intención no determinada",2,icdcode.info
X82,V01-Y99,X60-X84,,,,Lesión autoinfligida intencionalmente por colisión de vehículo de motor,2,icdcode.info
X83,V01-Y99,X60-X84,,,,Lesión autoinfligida intencionalmente por otros medios especificados,2,icdcode.info
X84,V01-Y99,X60-X84,,,,Lesión autoinfligida intencionalmente por medios no especificados,2,icdcode.info
W00-W19,V01-Y99,V01-X59,W00-X59,,,Caídas,3,icdcode.info
W00,V01-Y99,V01-X59,W00-X59,,,Caída en el mismo nivel por hielo o nieve,3,icdcode.info
W01,V01-Y99,V01-X59,W00-X59,,,"Caída en el mismo nivel por deslizamiento, tropezón y traspié",3,icdcode.info
W02,V01-Y99,V01-X59,W00-X59,,,"Caída por patines para hielo, esquís, patines de ruedas o patineta",3,icdcode.info
W03,V01-Y99,V01-X59,W00-X59,,,Otras caídas en el mismo nivel por colisión con o por empujón de otra persona,3,icdcode.info
V98,V01-Y99,V01-X59,V98-V99,,,Otros accidentes de transporte especificados,3,icdcode.info
V99,V01-Y99,V01-X59,V98-V99,,,Accidente de transporte no especificado,3,icdcode.info
C140,C00-D49,C00-C97,C00-C75,C00-C14,C14,"Tumor maligno de la faringe, parte no especificada",5,icdcode.info
C142,C00-D49,C00-C97,C00-C75,C00-C14,C14,Tumor maligno del anillo de Waldeyer,5,icdcode.info
C148,C00-D49,C00-C97,C00-C75,C00-C14,C14,"Lesión de sitios contiguos del labio, de la cavidad bucal y de la faringe",5,icdcode.info
C130,C00-D49,C00-C97,C00-C75,C00-C14,C13,Tumor maligno de la región postcricoidea,5,icdcode.info
C131,C00-D49,C00-C97,C00-C75,C00-C14,C13,"Tumor maligno del pliegue aritenoepiglótico, cara hipofaríngea",5,icdcode.info
C132,C00-D49,C00-C97,C00-C75,C00-C14,C13,Tumor maligno de la pared posterior de la hipofaringe,5,icdcode.info
C138,C00-D49,C00-C97,C00-C75,C00-C14,C13,Lesión de sitios contiguos de la hipofaringe,5,icdcode.info
C139,C00-D49,C00-C97,C00-C75,C00-C14,C13,"Tumor maligno de la hipofaringe, parte no especificada",5,icdcode.info
C490,C00-D49,C00-C97,C00-C75,C45-C49,C49,"Tumor maligno del tejido conjuntivo y tejido blando de la cabeza, cara y cuello",5,icdcode.info
C491,C00-D49,C00-C97,C00-C75,C45-C49,C49,"Tumor maligno del tejido conjuntivo y tejido blando del miembro superior, incluido el hombro",5,icdcode.info
C492,C00-D49,C00-C97,C00-C75,C45-C49,C49,"Tumor maligno del tejido conjuntivo y tejido blando del miembro inferior, incluida la cadera",5,icdcode.info
C493,C00-D49,C00-C97,C00-C75,C45-C49,C49,Tumor maligno del tejido conjuntivo y tejido blando del tórax,5,icdcode.info
C494,C00-D49,C00-C97,C00-C75,C45-C49,C49,Tumor maligno del tejido conjuntivo y tejido blando del abdomen,5,icdcode.info
C495,C00-D49,C00-C97,C00-C75,C45-C49,C49,Tumor maligno del tejido conjuntivo y tejido blando de la pelvis,5,icdcode.info
C496,C00-D49,C00-C97,C00-C75,C45-C49,C49,"Tumor maligno del tejido conjuntivo y tejido blando del tronco, sin otra especificación",5,icdcode.info
C498,C00-D49,C00-C97,C00-C75,C45-C49,C49,Lesión de sitios contiguos del tejido conjuntivo y del tejido blando,5,icdcode.info
C499,C00-D49,C00-C97,C00-C75,C45-C49,C49,"Tumor maligno del tejido conjuntivo y tejido blando, de sitio no especificado",5,icdcode.info
C480,C00-D49,C00-C97,C00-C75,C45-C49,C48,Tumor maligno del retroperitoneo,5,icdcode.info
C481,C00-D49,C00-C97,C00-C75,C45-C49,C48,Tumor maligno de parte especificada del peritoneo,5,icdcode.info
C482,C00-D49,C00-C97,C00-C75,C45-C49,C48,"Tumor maligno del peritoneo, sin otra especificación",5,icdcode.info
C488,C00-D49,C00-C97,C00-C75,C45-C49,C48,Lesión de sitios contiguos del peritoneo y del retroperitoneo,5,icdcode.info
C470,C00-D49,C00-C97,C00-C75,C45-C49,C47,"Tumor maligno de los nervios periféricos de la cabeza, cara y cuello",5,icdcode.info
C471,C00-D49,C00-C97,C00-C75,C45-C49,C47,"Tumor maligno de los nervios periféricos del miembro superior, incluido el hombro",5,icdcode.info
C472,C00-D49,C00-C97,C00-C75,C45-C49,C47,"Tumor maligno de los nervios periféricos del miembro inferior, incluida la cadera",5,icdcode.info
C473,C00-D49,C00-C97,C00-C75,C45-C49,C47,Tumor maligno de los nervios periféricos del tórax,5,icdcode.info
C474,C00-D49,C00-C97,C00-C75,C45-C49,C47,Tumor maligno de los nervios periféricos del abdomen,5,icdcode.info
C475,C00-D49,C00-C97,C00-C75,C45-C49,C47,Tumor maligno de los nervios periféricos de la pelvis,5,icdcode.info
C570,C00-D49,C00-C97,C00-C75,C51-C58,C57,Tumor maligno de la trompa de Falopio,5,icdcode.info
C571,C00-D49,C00-C97,C00-C75,C51-C58,C57,Tumor maligno del ligamento ancho,5,icdcode.info
C572,C00-D49,C00-C97,C00-C75,C51-C58,C57,Tumor maligno del ligamento redondo,5,icdcode.info
C573,C00-D49,C00-C97,C00-C75,C51-C58,C57,Tumor maligno del parametrio,5,icdcode.info
C574,C00-D49,C00-C97,C00-C75,C51-C58,C57,"Tumor maligno de los anexos uterinos, sin otra especificación",5,icdcode.info
C577,C00-D49,C00-C97,C00-C75,C51-C58,C57,Tumor maligno de otras partes especificadas de los órganos genitales femeninos,5,icdcode.info
C578,C00-D49,C00-C97,C00-C75,C51-C58,C57,Lesión de sitios contiguos de los órganos genitales femeninos,5,icdcode.info
C579,C00-D49,C00-C97,C00-C75,C51-C58,C57,"Tumor maligno de órgano genital femenino, parte no especificada",5,icdcode.info
C680,C00-D49,C00-C97,C00-C75,C64-C68,C68,Tumor maligno de la uretra,5,icdcode.info
C681,C00-D49,C00-C97,C00-C75,C64-C68,C68,Tumor maligno de las glándulas parauretrales,5,icdcode.info
C688,C00-D49,C00-C97,C00-C75,C64-C68,C68,Lesión de sitios contiguos de los órganos urinarios,5,icdcode.info
C689,C00-D49,C00-C97,C00-C75,C64-C68,C68,Tumor maligno de órgano urinario no especificado,5,icdcode.info
C720,C00-D49,C00-C97,C00-C75,C69-C72,C72,Tumor maligno de la médula espinal,5,icdcode.info
C721,C00-D49,C00-C97,C00-C75,C69-C72,C72,Tumor maligno de la cola de caballo,5,icdcode.info
C722,C00-D49,C00-C97,C00-C75,C69-C72,C72,Tumor maligno del nervio olfatorio,5,icdcode.info
C723,C00-D49,C00-C97,C00-C75,C69-C72,C72,Tumor maligno del nervio óptico,5,icdcode.info
C724,C00-D49,C00-C97,C00-C75,C69-C72,C72,Tumor maligno del nervio acústico,5,icdcode.info
C725,C00-D49,C00-C97,C00-C75,C69-C72,C72,Tumor maligno de otros nervios craneales y los no especificados,5,icdcode.info
C728,C00-D49,C00-C97,C00-C75,C69-C72,C72,Lesión de sitios contiguos del encéfalo y otras partes del sistema nervioso central,5,icdcode.info
C729,C00-D49,C00-C97,C00-C75,C69-C72,C72,"Tumor maligno del sistema nervioso central, sin otra especificación",5,icdcode.info
Y83,V01-Y99,Y40-Y84,Y83-Y84,,,"Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento",3,icdcode.info
Y84,V01-Y99,Y40-Y84,Y83-Y84,,,"Otros procedimientos médicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento",3,icdcode.info
Y70,V01-Y99,Y40-Y84,Y70-Y82,,,Dispositivos de anestesiología asociados con incidentes adversos,3,icdcode.info
Y71,V01-Y99,Y40-Y84,Y70-Y82,,,Dispositivos cardiovasculares asociados con incidentes adversos,3,icdcode.info
Y72,V01-Y99,Y40-Y84,Y70-Y82,,,Dispositivos otorrinolaringológicos asociados con incidentes adversos,3,icdcode.info
Y73,V01-Y99,Y40-Y84,Y70-Y82,,,Dispositivos de gastroenterología y urología asociados con incidentes adversos,3,icdcode.info
Y74,V01-Y99,Y40-Y84,Y70-Y82,,,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos,3,icdcode.info
Y75,V01-Y99,Y40-Y84,Y70-Y82,,,Dispositivos neurológicos asociados con incidentes adversos,3,icdcode.info
Q790,Q00-Q99,Q65-Q79,Q79,,,Hernia diafragmática congénita,3,icdcode.info
Q791,Q00-Q99,Q65-Q79,Q79,,,Otras malformaciones congénitas del diafragma,3,icdcode.info
Q792,Q00-Q99,Q65-Q79,Q79,,,Exónfalos,3,icdcode.info
Q793,Q00-Q99,Q65-Q79,Q79,,,Gastrosquisis,3,icdcode.info
Q794,Q00-Q99,Q65-Q79,Q79,,,Síndrome del abdomen en ciruela pasa,3,icdcode.info
C110,C00-D49,C00-C97,C00-C75,C00-C14,C11,Tumor maligno de la pared superior de la nasofaringe,5,icdcode.info
C111,C00-D49,C00-C97,C00-C75,C00-C14,C11,Tumor maligno de la pared posterior de la nasofaringe,5,icdcode.info
C112,C00-D49,C00-C97,C00-C75,C00-C14,C11,Tumor maligno de la pared lateral de la nasofaringe,5,icdcode.info
C113,C00-D49,C00-C97,C00-C75,C00-C14,C11,Tumor maligno de la pared anterior de la nasofaringe,5,icdcode.info
C118,C00-D49,C00-C97,C00-C75,C00-C14,C11,Lesión de sitios contiguos de la nasofaringe,5,icdcode.info
C119,C00-D49,C00-C97,C00-C75,C00-C14,C11,"Tumor maligno de la nasofaringe, parte no especificada",5,icdcode.info
C100,C00-D49,C00-C97,C00-C75,C00-C14,C10,Tumor maligno de la valécula,5,icdcode.info
C101,C00-D49,C00-C97,C00-C75,C00-C14,C10,Tumor maligno de la cara anterior de la epiglotis,5,icdcode.info
C102,C00-D49,C00-C97,C00-C75,C00-C14,C10,Tumor maligno de la pared lateral de la orofaringe,5,icdcode.info
C103,C00-D49,C00-C97,C00-C75,C00-C14,C10,Tumor maligno de la pared posterior de la orofaringe,5,icdcode.info
C104,C00-D49,C00-C97,C00-C75,C00-C14,C10,Tumor maligno de la hendidura branquial,5,icdcode.info
C108,C00-D49,C00-C97,C00-C75,C00-C14,C10,Lesión de sitios contiguos de la orofaringe,5,icdcode.info
C109,C00-D49,C00-C97,C00-C75,C00-C14,C10,"Tumor maligno de la orofaringe, parte no especificada",5,icdcode.info
C090,C00-D49,C00-C97,C00-C75,C00-C14,C09,Tumor maligno de la fosa amigdalina,5,icdcode.info
C091,C00-D49,C00-C97,C00-C75,C00-C14,C09,Tumor maligno del pilar amigdalino (anterior) (posterior),5,icdcode.info
C098,C00-D49,C00-C97,C00-C75,C00-C14,C09,Lesión de sitios contiguos de la amígdala,5,icdcode.info
C099,C00-D49,C00-C97,C00-C75,C00-C14,C09,"Tumor maligno de la amígdala, parte no especificada",5,icdcode.info
C080,C00-D49,C00-C97,C00-C75,C00-C14,C08,Tumor maligno de la glándula submaxilar,5,icdcode.info
C081,C00-D49,C00-C97,C00-C75,C00-C14,C08,Tumor maligno de la glándula sublingual,5,icdcode.info
C088,C00-D49,C00-C97,C00-C75,C00-C14,C08,Lesión de sitios contiguos de las glándulas salivales mayores,5,icdcode.info
C089,C00-D49,C00-C97,C00-C75,C00-C14,C08,"Tumor maligno de glándula salival mayor, no especificada",5,icdcode.info
V94,V01-Y99,V01-X59,V90-V94,,,"Otros accidentes de transporte por agua, y los no especificados",3,icdcode.info
V86,V01-Y99,V01-X59,V80-V89,,,Ocupante de vehículo especial para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de transporte,3,icdcode.info
V87,V01-Y99,V01-X59,V80-V89,,,"Accidente de tránsito de tipo especificado, pero donde se desconoce el modo de transporte de la víctima",3,icdcode.info
V88,V01-Y99,V01-X59,V80-V89,,,"Accidente no de tránsito de tipo especificado, pero donde se desconoce el modo de transporte de la víctima",3,icdcode.info
V89,V01-Y99,V01-X59,V80-V89,,,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",3,icdcode.info
C060,C00-D49,C00-C97,C00-C75,C00-C14,C06,Tumor maligno de la mucosa de la mejilla,5,icdcode.info
C061,C00-D49,C00-C97,C00-C75,C00-C14,C06,Tumor maligno del vestíbulo de la boca,5,icdcode.info
C062,C00-D49,C00-C97,C00-C75,C00-C14,C06,Tumor maligno del área retromolar,5,icdcode.info
C068,C00-D49,C00-C97,C00-C75,C00-C14,C06,Lesión de sitios contiguos de otras partes y de las no especificadas de la boca,5,icdcode.info
C069,C00-D49,C00-C97,C00-C75,C00-C14,C06,"Tumor maligno de la boca, parte no especificada",5,icdcode.info
C050,C00-D49,C00-C97,C00-C75,C00-C14,C05,Tumor maligno del paladar duro,5,icdcode.info
C051,C00-D49,C00-C97,C00-C75,C00-C14,C05,Tumor maligno del paladar blando,5,icdcode.info
C052,C00-D49,C00-C97,C00-C75,C00-C14,C05,Tumor maligno de la úvula,5,icdcode.info
C058,C00-D49,C00-C97,C00-C75,C00-C14,C05,Lesión de sitios contiguos del paladar,5,icdcode.info
C059,C00-D49,C00-C97,C00-C75,C00-C14,C05,"Tumor maligno del paladar, parte no especificada",5,icdcode.info
C040,C00-D49,C00-C97,C00-C75,C00-C14,C04,Tumor maligno de la parte anterior del piso de la boca,5,icdcode.info
C041,C00-D49,C00-C97,C00-C75,C00-C14,C04,Tumor maligno de la parte lateral del piso de la boca,5,icdcode.info
C048,C00-D49,C00-C97,C00-C75,C00-C14,C04,Lesión de sitios contiguos del piso de la boca,5,icdcode.info
C049,C00-D49,C00-C97,C00-C75,C00-C14,C04,"Tumor maligno del piso de la boca, parte no especificada",5,icdcode.info
C030,C00-D49,C00-C97,C00-C75,C00-C14,C03,Tumor maligno de la encía superior,5,icdcode.info
C031,C00-D49,C00-C97,C00-C75,C00-C14,C03,Tumor maligno de la encía inferior,5,icdcode.info
C039,C00-D49,C00-C97,C00-C75,C00-C14,C03,"Tumor maligno de la encía, parte no especificada",5,icdcode.info
V74,V01-Y99,V01-X59,V70-V79,,,Ocupante de autobús lesionado por colisión con vehículo de transporte pesado o autobús,3,icdcode.info
V75,V01-Y99,V01-X59,V70-V79,,,Ocupante de autobús lesionado por colisión con tren o vehículo de rieles,3,icdcode.info
V76,V01-Y99,V01-X59,V70-V79,,,Ocupante de autobús lesionado por colisión con otros vehículos sin motor,3,icdcode.info
V77,V01-Y99,V01-X59,V70-V79,,,Ocupante de autobús lesionado por colisión con objeto fijo o estacionado,3,icdcode.info
V78,V01-Y99,V01-X59,V70-V79,,,Ocupante de autobús lesionado en accidente de transporte sin colisión,3,icdcode.info
V79,V01-Y99,V01-X59,V70-V79,,,"Ocupante de autobús lesionado en otros accidentes de transporte, y en los no especificados",3,icdcode.info
C260,C00-D49,C00-C97,C00-C75,C15-C26,C26,"Tumor maligno del intestino, parte no especificada",5,icdcode.info
C261,C00-D49,C00-C97,C00-C75,C15-C26,C26,Tumor maligno del bazo,5,icdcode.info
C268,C00-D49,C00-C97,C00-C75,C15-C26,C26,Lesión de sitios contiguos de los órganos digestivos,5,icdcode.info
C269,C00-D49,C00-C97,C00-C75,C15-C26,C26,Tumor maligno de sitios mal definidos de los órganos digestivos,5,icdcode.info
C250,C00-D49,C00-C97,C00-C75,C15-C26,C25,Tumor maligno de la cabeza del páncreas,5,icdcode.info
C251,C00-D49,C00-C97,C00-C75,C15-C26,C25,Tumor maligno del cuerpo del páncreas,5,icdcode.info
C252,C00-D49,C00-C97,C00-C75,C15-C26,C25,Tumor maligno de la cola del páncreas,5,icdcode.info
C253,C00-D49,C00-C97,C00-C75,C15-C26,C25,Tumor maligno del conducto pancreático,5,icdcode.info
C254,C00-D49,C00-C97,C00-C75,C15-C26,C25,Tumor maligno del páncreas endocrino,5,icdcode.info
C257,C00-D49,C00-C97,C00-C75,C15-C26,C25,Tumor maligno de otras partes especificadas del páncreas,5,icdcode.info
C258,C00-D49,C00-C97,C00-C75,C15-C26,C25,Lesión de sitios contiguos del páncreas,5,icdcode.info
C259,C00-D49,C00-C97,C00-C75,C15-C26,C25,"Tumor maligno del páncreas, parte no especificada",5,icdcode.info
C240,C00-D49,C00-C97,C00-C75,C15-C26,C24,Tumor maligno de las vías biliares extrahepáticas,5,icdcode.info
C241,C00-D49,C00-C97,C00-C75,C15-C26,C24,Tumor maligno de la ampolla de Vater,5,icdcode.info
C248,C00-D49,C00-C97,C00-C75,C15-C26,C24,Lesión de sitios contiguos de las vías biliares,5,icdcode.info
C249,C00-D49,C00-C97,C00-C75,C15-C26,C24,"Tumor maligno de las vías biliares, parte no especificada",5,icdcode.info
C220,C00-D49,C00-C97,C00-C75,C15-C26,C22,Carcinoma de células hepáticas,5,icdcode.info
C221,C00-D49,C00-C97,C00-C75,C15-C26,C22,Carcinoma de vías biliares intrahepáticas,5,icdcode.info
C222,C00-D49,C00-C97,C00-C75,C15-C26,C22,Hepatoblastoma,5,icdcode.info
C223,C00-D49,C00-C97,C00-C75,C15-C26,C22,Angiosarcoma del hígado,5,icdcode.info
C224,C00-D49,C00-C97,C00-C75,C15-C26,C22,Otros sarcomas del hígado,5,icdcode.info
C227,C00-D49,C00-C97,C00-C75,C15-C26,C22,Otros carcinomas especificados del hígado,5,icdcode.info
C229,C00-D49,C00-C97,C00-C75,C15-C26,C22,"Tumor maligno del hígado, no especificado",5,icdcode.info
C210,C00-D49,C00-C97,C00-C75,C15-C26,C21,"Tumor maligno del ano, parte no especificada",5,icdcode.info
V66,V01-Y99,V01-X59,V60-V69,,,Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor,3,icdcode.info
V67,V01-Y99,V01-X59,V60-V69,,,Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,3,icdcode.info
V68,V01-Y99,V01-X59,V60-V69,,,Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión,3,icdcode.info
C180,C00-D49,C00-C97,C00-C75,C15-C26,C18,Tumor maligno del ciego,5,icdcode.info
C390,C00-D49,C00-C97,C00-C75,C30-C39,C39,"Tumor maligno de las vías respiratorias superiores, parte no especificada",5,icdcode.info
C398,C00-D49,C00-C97,C00-C75,C30-C39,C39,Lesión de sitios contiguos de los órganos respiratorios e intratorácicos,5,icdcode.info
O750,O00-O9A,O60-O75,O75,,,Sufrimiento materno durante el trabajo de parto y el parto,3,icdcode.info
O751,O00-O9A,O60-O75,O75,,,Choque durante o después del trabajo de parto y el parto,3,icdcode.info
O752,O00-O9A,O60-O75,O75,,,"Pirexia durante el trabajo de parto, no clasificada en otra parte",3,icdcode.info
V57,V01-Y99,V01-X59,V50-V59,,,Ocupante de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado,3,icdcode.info
V58,V01-Y99,V01-X59,V50-V59,,,Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión,3,icdcode.info
V59,V01-Y99,V01-X59,V50-V59,,,"Ocupante de camioneta o furgoneta lesionado en otros accidentes de transporte, y en los no especificados",3,icdcode.info
O740,O00-O9A,O60-O75,O74,,,Neumonitis por aspiración debida a la anestesia adminis­trada durante el trabajo de parto y el parto,3,icdcode.info
